Id,median_house_value
14640,177852.74312807064
17110,230598.15654642935
20467,141320.08130166936
20511,159114.19458064664
1692,216553.81461165874
539,254030.97601265585
8592,197340.35176336503
16198,57019.983438799034
4854,193334.84325689773
19590,166721.68457819434
1219,179036.80257222554
4394,303373.3083727978
8058,150629.3168870259
9731,188241.121060211
4382,278266.9884073809
5192,96289.24543661077
11278,247904.67193371902
1640,341480.9101764182
10179,240444.78613395357
19399,408539.1761402388
5085,226324.90985540333
13172,212938.58863698278
15831,269549.1137206898
11283,187673.48521698685
12253,181350.2475561715
16258,265647.23268960585
4781,148888.58255339137
808,204961.75127083945
19205,230289.13219845472
16987,123749.6908158589
16674,272008.8991421439
9580,223077.08545126658
18168,261480.06857494765
19844,246285.34441419874
4808,191659.9762460568
9899,314991.6700393272
17293,191258.98740061888
7636,165002.9760075142
9329,184862.40472497704
5034,231087.23793723743
216,154649.34457096437
19051,199831.30368506664
14157,168745.18299847358
17162,146401.7419116826
6582,202749.9406581805
2482,292018.78748501133
8195,321703.2797563781
20036,154961.828506818
5036,199795.9672135997
4721,210062.05547313936
3501,269999.61779003916
1936,205549.83416046662
6299,325710.8743036801
14925,151731.6573688688
1042,137901.6168048911
20161,178092.51625175754
18079,237261.46358394058
18951,222972.86058249732
17601,201213.9353697325
7973,276093.70376549114
10542,163575.21433780598
7976,183158.0736335163
7914,217030.03532432747
4146,94543.16816749943
17077,278893.0238273516
3974,243806.63543296113
10610,189787.20887935208
7256,157420.03541727315
15457,152869.22020438206
15074,319806.35053734545
7557,288855.24502226076
14041,247649.1752335192
6744,105534.1652598447
4940,438098.751650249
9346,279111.2614575939
1898,71746.3013607756
3525,166234.95530292767
8890,197308.89569260695
1790,215754.52773979964
16814,356300.7173468394
14029,220995.77780282174
7062,401838.11748444487
14179,175204.4299272453
1594,384078.3841833705
7733,154152.14065351788
1531,337718.7767033049
4564,369850.24487805687
2126,237535.24152416983
16597,225053.1557631676
18481,206510.5798703202
11554,177187.6236993955
7958,237367.53684160046
3341,297965.2122701855
15836,109316.98259462608
4399,141813.82297002384
7010,172835.7706521526
14415,115090.016385194
20438,196735.88913773987
1209,470363.2452005331
5543,199851.09912932018
12691,174108.30417246884
5199,180102.9210568829
7457,355066.1278829728
4948,332942.1943162066
9630,189657.93839117655
20163,191860.0435742413
8641,284859.96753923676
3704,246706.94869813012
8918,191822.9699821436
13732,194106.4455895099
13667,97891.67973851514
19055,206809.08072481683
15097,204854.62739588675
3356,204736.90085950127
16912,265790.12231081515
9500,336911.14500982297
6628,387186.39104306966
7433,447058.53614707536
5520,151706.60988873936
9581,325727.2580964442
6104,231626.66527684662
4079,182298.65999554214
19417,126942.90648219801
8929,311104.30999355996
9109,352203.26609565614
5951,188484.06667552888
6986,255105.13134714973
5656,253828.33284033719
13259,302937.5360201764
10001,282642.5798058663
11167,264125.4897977617
3084,152158.5623155579
18759,172700.1012047221
14499,217116.7243793447
12843,183711.8246728645
7910,163715.31732880932
12566,185145.24587221487
18501,347159.22571704787
10713,187998.26688803142
15000,105961.8622646311
1450,231309.13651907296
1575,107185.59209633044
12378,222310.41792211024
16158,187468.85984784985
8213,451082.6457527116
19259,118515.2142640364
8728,288492.4488179099
20101,313642.00311473623
20139,229641.3765820365
1245,255050.4361604287
4151,166121.22086787503
16352,269392.9997128125
13787,239767.8923169402
8005,152958.44156818473
15927,360425.2734798968
5832,272590.5443902199
11834,185836.06697689497
9387,419922.1097517891
8909,238937.90046990334
7672,342432.2354699411
16635,246691.87236780568
10890,279606.6926156462
1681,367621.319376922
11452,112639.8483784926
849,121232.73781343838
2072,224973.31158997404
7444,169222.5809728159
5005,193104.03186743043
1217,178213.7311134046
7344,268334.7788138327
14702,204781.46423322224
13062,137187.0981502679
15236,218458.53892503923
8810,235996.2046660837
14755,462898.9916203533
19556,328087.92970858084
15750,198641.3654519866
10632,166704.56373120117
4547,173733.98601645578
6589,392767.0983786342
11698,208585.6126115385
7465,203894.59735451688
7026,195329.78042252612
19247,130374.28316321786
1492,158620.91636033446
19436,175749.51888848087
9866,228962.99737715026
7297,87580.00036907209
6107,108396.87087667522
10068,217176.03910177035
2491,272917.42675549124
18699,372498.5415609648
5916,231382.26644454146
11864,330051.72011886555
16550,134090.16965498566
8917,303518.68062461057
16119,213695.9238057062
17175,209688.36080433938
13449,124378.58505066269
18331,160601.22213350056
1277,207174.446856322
928,239853.07521913503
17461,302974.25673436385
7751,260216.4626359386
5040,253463.4326827531
9276,192415.20093749205
14607,101806.48540122449
2988,184966.2075124498
17717,393631.8145494432
14829,268692.45069052733
19225,102221.62318268408
10516,217145.89207402605
569,308863.2735304903
9600,206504.65743841167
2280,391267.30060484825
14230,204420.99717551493
8070,282130.6402960645
10519,292448.88067963906
7261,340299.09868025023
11280,352932.72513453144
12842,138702.0082358931
5509,237171.9897209772
13321,232454.67031218304
20404,178259.85375200267
2563,185824.6040025305
12051,306577.10588288587
18511,210110.61364885338
11450,240594.91986486543
13328,366993.689105774
17642,165853.17869883488
2329,421014.8800074287
15816,206783.3700408835
2645,243459.8619676847
13162,158376.1530073969
964,119885.91050850465
5918,346451.73599250946
8481,235906.90636818393
6966,225385.77867334223
5908,246267.65295638965
18614,336198.9520148223
6740,196326.24641371233
6661,173938.1094951934
31,79253.82882681234
12974,131976.6587474263
18954,207491.73505618682
8943,168674.57583645094
3686,429826.7537394403
3583,158717.16306647836
13126,121285.28683131577
20089,156366.59442422912
18750,231383.32164951382
1887,201718.07429254343
8323,314765.91747705167
7985,236304.2960860219
1694,114325.6609812916
15636,201571.08476494494
11364,199036.55723020658
1867,163373.9130873726
12644,204400.67948971092
5059,162682.00295462232
5428,211766.7355785589
17053,132809.20834385307
7799,258102.54427349637
6038,255395.22763301575
17115,266014.3550504233
11833,167528.5824335017
7907,254140.06139872698
1186,142143.3043930182
3435,155479.80240204497
6893,286975.97849853704
8787,209623.28628174125
7309,316645.8797450603
19921,150128.12512149804
8752,120497.24264110543
16650,229545.00681115335
16275,207067.28795504707
20208,232438.13609287082
11372,198353.80256615632
13111,226108.1823594667
18922,175612.47182429812
19037,208502.63615739293
733,141398.0339330881
7150,211811.57653436917
7758,224195.872627332
1565,268332.8029887547
5679,243712.5352592683
13933,209996.56950829274
11234,210112.05976911623
16321,267743.16256368987
9783,224758.47514976945
1935,227560.67095567577
15788,211475.09611163265
4351,157441.75261013643
2169,474562.40158541553
10654,304103.63507455454
13571,248861.10668734775
13070,184847.24897478928
16673,210678.75292581314
4620,175289.61308398395
731,297625.5159411803
16061,166455.44894608893
13401,125142.93023816492
14735,214919.70910697745
18438,247220.2163503704
20631,209901.29815858588
14834,211400.44322271325
3240,248642.7397188782
9095,225656.15705825324
4960,420736.43706699356
4199,216461.65698848077
11024,171076.20176735325
9093,282839.0671003107
7180,206019.632310332
19552,196792.65396877384
397,240613.46911933445
13962,350615.43407682027
16145,133375.19296212014
8765,244821.08558692344
662,112579.84200485646
5899,240698.06899928208
16746,257112.07617166577
6318,213630.73414778884
5446,274579.52202753787
7658,244322.505684242
2696,267429.5417887742
14167,152465.5475861756
17973,179415.27802893234
7887,326151.74751672184
14569,153156.93498215394
3541,205366.318728124
17261,218379.00508030553
14730,182658.87100464242
17444,216837.81813295413
16310,182778.5124774429
10760,173949.72075493055
15110,186614.9261215592
851,150666.1979281067
13531,438760.0297043377
8343,262305.60647513164
16075,138203.82673327593
2952,317536.54596633476
11066,272034.8221720252
10475,156512.73222716385
7358,112237.84902002124
1258,208577.24486761814
13793,237224.05539723273
7395,241284.33699342495
1408,240516.5505109085
18895,164600.22969102173
7498,174279.06781853727
18050,388735.0576328583
11199,349830.3642193467
1921,223029.85758978364
13372,189860.8738821131
18763,236947.50230619402
13200,209782.18288566242
1433,181843.03793167346
11006,267815.5624805617
7754,129424.24455610428
9212,297549.15594965994
19428,214972.91211399567
14394,225793.2073917601
17687,221152.43303150396
6711,200145.2364371212
16883,178795.17846254157
18645,280973.6714623615
5222,170562.1109977429
16803,155668.79919137643
11792,292894.0567130751
6972,178705.54107677043
4301,264712.79628268105
7517,172502.98743777128
658,149235.70594384245
1168,327308.40105159447
5928,308056.67216308514
8633,181816.6159387587
6152,354970.1664662509
15286,174555.08476179562
8107,156003.71321814062
14427,209814.10128970587
3528,208012.23224651295
17995,255009.4586385091
19732,304014.2812799607
1563,216356.39389360038
19874,288676.1176629315
13053,175518.93785104083
6780,211659.2014984673
13537,246916.68247788146
9165,223731.64367428212
9740,175152.89457464064
9935,352262.40315738146
15244,322821.0665702032
9869,175723.15643022477
17938,146916.39346921284
7970,224967.02493525087
13057,193216.016335114
16794,205426.48982146915
19749,71265.85666753311
14343,196363.41998331004
12210,130088.54023902386
2713,161659.70046995112
16095,120553.07572633553
13556,243117.94825839152
7073,218817.1363196538
1020,224927.75345582966
12297,181596.11604126386
774,260287.0139842508
17430,262622.47101313935
17000,296904.9296645478
16460,173814.20980382297
4477,211531.61403657767
17419,257505.7122582913
19736,343152.06463823695
13685,292562.5913564763
13028,367296.7521712273
6161,247175.53996057797
314,172718.07732250183
9847,144592.05707875715
13155,280022.6962154389
19278,142188.69600313818
10637,156379.29347660282
11305,206112.69166138826
9922,120355.30862890626
16086,153042.05212221356
20555,152797.07754896683
18290,254099.5624191495
8932,319046.3434095577
16998,198038.9234952273
136,222425.46386147948
18578,151218.07763168658
18675,323285.0357365223
17407,374959.53600924957
14561,254768.47552272058
10821,177677.8960422383
3290,220142.30566851835
15011,276120.0873298682
19691,220896.8108979479
7386,197734.35397191872
5096,162544.48171952553
18057,224961.90920388923
11573,155238.7626474772
8682,192640.22537838086
16272,187458.2545832568
11525,361991.3665637819
16389,273272.05632163974
3959,141521.5411118077
8229,150435.9829462769
969,204531.33779088908
4370,178271.80819004687
15280,245088.81418657184
1370,187861.6991994686
14818,229120.97857592144
16045,272632.85951556306
12788,198987.4212001503
19376,259676.07290475836
1561,300980.16761905537
8822,158583.39622666666
7536,408074.88247459574
8731,251020.25574288232
17856,238651.4948237292
6520,160597.98229537215
4298,213395.30087009814
14762,156349.5021092402
14586,245237.90146575053
11026,213268.86116306623
19944,168751.20829946318
17752,188107.39255287722
858,200110.8102047661
1107,149319.2095929203
18431,316066.2884449343
7616,272781.4712184604
7464,166732.20572893496
5878,148628.01417291243
18713,164882.59300764676
10592,298603.32968639606
6879,182924.93936185332
6989,135108.63114566842
4635,158672.8754693395
10700,364722.00044435094
7094,306342.92455812695
14521,146491.21685754773
12530,83660.72546337453
18487,125771.24682769357
10071,208899.00397616805
10206,225446.21785991598
14052,206618.5079789289
221,182259.6532090838
19002,331325.6778737629
1534,207323.9411688351
2715,144217.8128386397
10410,199768.98982123373
6458,234270.7614975564
13454,260016.27939382484
16477,137693.95611705544
4234,249156.18863459813
8438,206541.18740957137
11051,184647.58920519653
9559,351337.6921255732
12101,244411.31927258777
7282,284303.80427996494
18542,203084.28432651324
2691,209732.97461700928
14737,170066.57003350867
11548,343180.3350443496
15545,219749.60593913824
5367,129843.15825485645
3228,267359.78674423666
13220,451554.67615495407
5077,187380.55443238106
3021,157404.65408017722
14073,244175.71268727526
2838,287764.2441689298
3232,162170.24783155014
7669,277214.01498639333
19249,344665.35154779814
16759,199035.14682030692
1706,180227.57852735053
15806,135968.39176943162
11971,179746.26448137668
12758,163540.98328418916
874,380074.2032580034
5512,151348.94949885766
1096,146199.05082240124
14929,229583.976793793
5826,267619.2586855836
8411,230724.28895310633
13196,141756.19786277242
17263,222020.87418959534
354,156178.54705806175
10185,174523.3256927168
5814,116149.90812697572
18698,150714.15612636766
16808,171165.6482530062
15908,226063.72284191122
5765,191646.31605430154
19601,237793.47035481213
19450,147532.31283533198
9677,344802.66232713964
5978,161312.45887476008
1254,263129.430605878
1689,230152.83638817896
16252,257163.92851539465
1071,228638.8476406051
10991,198916.39231010497
12199,124677.97378775424
707,393010.69601603725
20391,326581.3781210137
19451,164148.1219269318
7540,236284.54719591956
16162,138202.29444287156
11271,224106.82347214085
1621,134484.72881583028
16209,196307.03331647752
10726,435451.93253837334
2701,227015.14172751515
19651,128489.55083181926
6083,108434.82360514338
9659,371123.6203793779
11533,146032.78411824405
1914,188678.22785473554
4108,203066.1362812857
4091,352234.3005051445
11629,173540.14483785178
18553,371148.909611587
11779,201561.36584354346
19823,264799.94864646945
15302,170784.27940003786
3798,159193.9297176063
10508,211420.36657100904
17189,164107.22537884716
15448,333439.15857775696
13664,109251.93925239539
17551,138069.97485219617
13955,127798.19243938373
12656,302936.3333217426
10364,457730.53118054994
17674,162769.94930041005
20055,118799.31496686861
4562,378924.63729685626
19057,175460.42488959042
13598,179403.68914720332
1712,235536.0378951208
117,252792.99156462317
15140,335231.4150015024
19976,228263.07386794253
13262,184319.92250519263
2568,126758.76596829304
8263,195872.30478100572
251,233404.7355336983
7579,142511.31498079884
3171,184463.12359637176
19502,196820.27253658356
9432,147623.39766529226
15360,294078.6121985862
3350,210520.02721972117
3661,372209.056489815
4481,153505.65082260582
16983,121497.67967479407
5466,218950.86963093365
2471,294073.42511529214
18809,143164.42999928907
11127,225750.40969023443
7520,236818.49619323952
20426,414782.86376800254
9221,325481.4811903628
20479,218536.83196888873
4214,376367.0203494582
754,232210.7450304918
19242,153010.81205194164
8041,227672.62703104122
5386,161179.982346795
15233,194831.3935234108
1072,248757.41425076386
18018,218526.66973926072
15001,115508.52699617516
20094,153933.29736179832
16658,276286.2569624788
10204,159714.94878454518
3068,453126.29877492995
5284,185820.49045062467
922,250313.2251745135
3015,126266.8721119456
13541,208153.62335939176
4078,283797.71120973775
17924,206339.0557228613
9585,320684.0304342465
4168,226540.89084040013
1357,208515.91947725034
287,170114.22458941676
20174,140061.39925275906
14084,201035.05500089604
13575,228329.50146488516
11829,168043.34855229166
18132,144848.164665561
1052,203283.22248735704
18396,117479.46533629243
7856,117952.22741715192
2089,129450.4557186998
18098,236329.30873963822
15061,201061.59116797525
2533,215851.16928676039
4771,281683.1357211568
979,207353.2127843447
14079,213411.02660048794
19589,175814.17738309948
9087,169875.46302823914
6545,118430.59418657269
6717,422169.0718236984
17390,241190.21071575978
4876,213704.3287093275
14283,100649.88142578321
4521,443487.83253986604
20416,164050.3395161204
14346,305561.4499746761
16187,193600.7149595763
3310,201702.94541217433
14294,263165.48450730415
18046,179016.63594885817
19164,218778.64816657474
8273,264472.4219152876
8240,272948.7449166796
16764,283456.84072488005
9134,325836.7089264117
2784,188855.0971383248
11111,169773.6918033195
7805,172373.61267713396
667,397466.0588336838
11984,221987.1586190847
520,246543.36703770602
18724,316295.88854633895
12639,133585.19527708847
6343,222030.18573120964
12315,107796.51535288856
17233,172310.91441544695
1412,415367.01760573825
13241,207031.0162943446
11900,106450.9518014274
764,176949.81659387663
11524,360581.89415364433
4867,365081.6165296249
10056,314871.46945711697
1457,137909.90613698636
952,188923.7063569378
15917,242762.86344810206
7373,112723.34303907151
4185,294858.9101166081
15266,139122.78207405022
233,222465.92635162993
6280,212551.91957305942
12730,113544.710746691
495,280534.7661317877
18860,176951.0844617349
17338,119742.55204861496
5586,202288.41363305863
17793,109359.21414648928
5569,227999.5704040857
15081,113886.86839166797
17437,133726.4845932122
11821,216196.25622181973
8598,147201.3749682911
6599,218807.13621087198
15864,265628.31619953725
1205,227104.34017967715
10591,127639.00273571459
15987,223023.31846759847
8939,247685.06407245764
13296,124986.88048420424
11782,228363.11498845968
16859,223203.80057735104
17447,216808.60866384284
2021,180197.49310194494
10479,236030.15701558065
5179,139362.90687592153
6622,196649.3737704869
10996,342335.7927896537
11749,180241.31180401988
9031,215212.40236700478
6558,191618.66902278626
15318,119940.74597064672
17375,220072.36930158708
14013,297858.35812450177
13161,163288.92126770597
17806,103152.13124420072
9072,203526.22872543053
10013,227890.38737235987
719,123027.13793196474
19048,161486.72829255977
4987,212014.21551956114
19631,151862.38742273336
14101,110894.51473005442
10290,384241.00850503
15339,171284.3486711113
3041,244899.24047162398
4232,234785.02508332703
12390,350504.8084680759
4766,227428.15600674695
758,335169.9758950907
6445,265691.9593574407
13387,142333.72640120896
9028,138399.30030435053
16082,245730.97327127508
14851,179745.26545526463
12986,241041.87677355096
14534,225649.89514365804
6005,155088.1878680508
17926,163234.19735380769
7742,175281.41622473006
4321,180841.20826901915
4332,270956.8609661713
7558,236033.1029864753
20311,431901.1291264374
11634,96803.2457778137
18340,270965.3351132051
8564,163824.28641881247
4422,195818.51075880832
14584,189686.55700042137
4160,166947.0651510512
8525,311356.5991999236
2467,289216.9948171681
4284,271788.01286832674
488,256387.27634722576
5015,309815.9411420764
5230,188258.37343251318
4391,109026.23845901393
6428,212536.81183302953
14621,239808.30206745013
9050,116553.01867687494
19841,254227.37311961144
13677,151095.62123623065
17471,202818.1485170383
12047,177614.80342650457
5090,201454.59757870613
19029,238271.19880805403
6170,192713.55790293548
14242,342456.8950602352
2276,209536.09964224877
5661,138873.66556486735
10432,245162.69212022924
3965,125609.28204101762
2334,187265.45753458847
14863,190859.87194589747
457,238306.67491723562
2891,243510.4119186794
19297,357394.57122687093
19248,199022.07908302496
7927,433690.41254044505
15786,156784.14714822182
20198,194019.27922523487
12477,259264.41126104648
15679,262918.89204802143
16076,191450.52190444604
5390,148228.92709386675
10491,264071.1875492422
18409,321096.3570897454
14314,174329.72457654224
16136,168879.4822793413
6201,263063.4639388691
4349,183407.97499961127
15526,276076.60377544834
914,115172.68370064147
13551,228297.4264180547
10661,94760.5548783847
14888,199661.68012567706
8117,250039.20484989256
17705,179094.43803431455
8267,228834.40802230453
6261,204274.53994231485
19499,177030.73411037566
1216,132249.45563381442
14169,254852.1477408215
15331,284237.5396494751
4957,103246.30572880864
2683,339773.34044779313
19939,379180.3506215908
16595,200386.24716709438
14181,257368.08659933982
8556,159724.96602522698
5635,176886.10441558334
6071,251837.5002815693
1241,250146.73218327475
1897,227633.22541922866
7429,250239.3685364105
14954,186003.9798788182
7177,142941.82630702519
19910,179726.2575440335
10109,141487.61881749696
14144,206219.95191668454
1336,194003.77409470518
10523,369417.7408985789
6697,132225.48559460454
3108,206948.98405473694
11329,243825.85244152142
19030,129240.49956039584
14582,319072.70532953076
14598,256605.63672544892
3234,222699.62749594424
12629,162972.70703476388
19185,246091.00796795692
10974,238554.17754198902
20614,242198.58782030584
8749,312862.0018681571
16769,296439.336386454
448,157457.012748526
13042,120755.66200694242
13963,239523.93592156496
313,215654.02087367242
9762,200373.33022952484
13312,355017.53671966225
7341,280829.0705336988
852,129469.36271185466
19915,182842.8394659105
5354,251949.64265971063
1586,145489.57842037544
10518,205274.58832473433
2795,247560.8489536906
3675,336426.65230589145
15219,219044.50521056377
3511,229330.23138836143
14334,202621.09996247044
3558,212782.77068106204
14094,264304.19332524826
6999,317063.0207151911
14713,417123.65685093973
9586,121933.57046866333
18981,395235.9256734678
651,201592.80331506263
16717,332107.8241439289
19171,208300.88160575938
4137,212439.19425190162
15430,236231.7724905909
1006,173808.96289729467
20463,218628.67749925615
2607,145032.1366674171
14197,216250.57499721195
18767,206181.88411661738
2882,196062.3272328066
16858,247906.79293513717
16947,333641.3162273162
2439,292919.4059399643
1517,178948.37940063982
6965,193770.52903487443
9011,282958.919651755
12878,280757.6621039952
9147,193953.57696620884
14852,235838.01234681634
1623,181121.73079825804
10263,188458.46093822285
9059,203019.3428155644
14776,181785.79935198245
7443,173121.53418894604
1836,132757.70314530403
11890,171245.62792712226
2981,278000.9803609313
7890,187793.7168114764
11263,197087.65967706675
16790,267536.20550456777
8599,226729.72329370226
1093,320179.00682093954
19646,221410.3126191217
794,300277.08184784034
503,379250.7871336874
18846,204400.4651530189
891,236601.66313954457
913,198050.8865878695
16240,200775.0347210834
7912,186714.58019478607
1269,222043.59064664503
3322,104291.02963176434
7829,171948.96097362056
14140,214876.63284609097
6689,172451.39527908573
9843,235716.95216212748
18055,220002.63772456316
3027,296972.82095791353
17450,193204.09762638147
2085,260291.8287057254
20357,152302.20604467252
9724,216102.56788559048
1259,108626.51740807155
7125,212205.18078610825
5043,139412.93099971084
13398,167344.29136581044
18811,196211.43683345156
16962,108396.87087667522
3438,144589.2174855247
1173,257734.51785810935
14378,242478.97576867684
14937,238033.37670335194
12560,241973.86277665917
13887,91552.88664082273
672,361122.09623308503
10302,196545.44820354623
11142,154436.38550140164
8937,333396.695311742
6548,269141.88072487235
11171,454828.54532275436
11456,309635.09895683255
10149,148320.40746358628
9773,270995.45185258286
2343,174213.90984752614
18390,132431.7229897629
1711,213376.42540723883
7441,181061.54199169856
7935,201532.47636209545
4170,168124.36408490065
16148,224505.88159501634
18794,91204.6347468822
19750,188424.7759421369
10446,116933.90994605105
17527,262992.3154570522
15096,417832.4070081637
19577,143434.54849120483
17427,84047.66843981613
10966,377269.5069428927
6895,460440.39505840995
8065,226416.67398635295
5671,299832.92631146143
7656,165833.91029670578
18897,266194.0627839506
4681,150925.59979589327
4996,309982.6291196169
1494,214479.54909021143
9767,417519.91985746816
15407,136892.82103226424
18077,229781.8490687634
3043,208579.26466474502
17043,217583.4401164039
3625,317900.51174421294
16953,443350.24859494565
19628,233749.5394394344
4225,155667.37618430197
15126,261431.3640203209
12303,220409.23968801548
1501,191760.95133038095
3522,170600.9230335289
6932,163108.83260081706
3794,125408.74804607539
6635,367726.08987040335
17220,138374.22528609924
9985,239867.374958223
1919,173396.80174208095
15262,252871.68427713923
13839,237337.79307206356
1666,145406.66912040496
15216,212936.52953432765
7569,206467.91816645174
10978,135388.712265018
4194,259849.28781139108
8350,167918.34055569567
13977,129023.27597689528
17613,174068.80289762645
19275,259323.93962388218
19629,159206.95923045615
16393,221397.36180662684
5450,273371.8442481355
8094,177963.22944299266
12151,170196.3909370345
1893,221758.402997459
17019,299923.25154199696
10041,321947.8663395377
5117,171547.49794814544
1100,358041.4214432753
9626,185863.53413091265
8444,210903.88020943373
11322,213633.185600282
2592,250133.9629016858
15953,207042.93966291775
19294,328698.9905153518
2769,174518.01792914298
19978,165648.46376795293
5102,282326.6010434742
11704,256195.1164186355
3808,425530.93122707005
48,178869.0051656714
12103,163308.64042048046
208,223948.79417036774
61,263666.31512287207
13182,257410.6646900255
8202,285828.611859656
3063,78949.0148493458
18752,385055.43552514596
20203,102972.85056461231
16864,328903.5455872406
16154,276103.40163096105
6451,197768.65100429917
3547,233448.89139307378
13871,159674.3643374715
7571,200874.35448895788
20351,391181.340241395
1145,242278.84670995674
13088,196187.67250252212
5449,375473.5624049206
18766,237421.97301769693
15780,146933.80225540447
20077,279723.6684075882
13375,156995.5457064063
5580,139743.99787278642
7450,178446.02198184913
15070,250479.28501528787
8920,101080.86043820124
16367,256381.07177013907
2080,114575.8816081762
14147,192777.90386903338
19994,85314.41899139938
17339,248489.3649632405
13461,223962.61815119023
3751,161856.77002853644
1970,200615.54381562688
2805,218767.9992279526
4338,210962.5214584973
19106,297917.62450270157
1571,313411.807972866
4101,146993.90199190346
19522,204752.27473037248
4083,91851.79408174899
1179,203087.3435803333
18751,276919.3870118202
4803,348523.6371752029
113,259671.07712901811
163,314364.08205818414
4861,273488.76468863804
3951,222661.00933840897
14272,392213.5953244515
11802,172107.89710374243
18349,187155.00677154728
10478,387913.5600439026
14412,215946.00557537895
12232,334143.7112960941
4583,167995.91897652022
18469,72895.6874712216
2255,83168.07399597953
19611,188087.55536277147
7851,178387.44973958997
11018,227294.8869422718
15040,386897.7662291403
3636,380266.256261468
429,235200.17776849764
18160,298299.19622729515
6694,112467.98270007514
13337,219202.41962284976
1438,271878.82558474794
6621,257066.33221410628
13627,295792.93385694077
17416,214368.295600715
8101,179038.62614205675
1771,177406.8875021113
17451,235806.61630993272
4264,229240.95176698855
11652,189624.3745844074
11650,166135.2511709937
16001,230825.58188394282
8557,139760.90721176582
5958,184327.20184044103
10722,125157.32472513031
11133,406737.3366278433
20434,162657.61594713488
2507,134166.13369115352
6861,241581.53494393005
15369,101053.21863670928
4729,205167.97170388483
18829,286086.1250049874
15889,203689.51899747696
11113,251069.2804464136
18448,311378.7917412064
277,216086.60276000906
262,219130.28215516746
6835,399710.3671156801
6768,76533.85824192599
12165,401790.005885081
18647,238196.83432086738
19346,333085.6411862412
7233,334472.5306341869
